patentid,assignee_name_current
US10395597B2,Ordos Yuansheng Optoelectronics Co Ltd
US10271299B1,Garmin Switzerland Gmbh
US10430685B2,Facebook Inc
US10427304B2,Powerhydrant Llc
US10394674B2,Apple Inc
US10356758B2,Asustek Computer Inc
US9929117B2,Samsung Electronics Co Ltd
US10365653B2,Gm Global Technology Operations Llc
US10070387B2,Qualcomm Inc
AU2017239258B2,Huawei Technologies Co Ltd
US10276467B2,Samsung Electronics Co Ltd
US10516540B2,Apple Inc
US10250376B2,Analog Devices Inc
US10582537B2,Intel Ip Corp
EP1486284B1,Thyssenkrupp Xervon Energy Gmbh
EP3380937B1,Telefonaktiebolaget Lm Ericsson Ab
US10073456B2,Gm Global Technology Operations Llc
US9984979B2,Samsung Electronics Co Ltd
US10587442B2,Intel Ip Corp
US10149278B2,Apple Inc
US10461008B2,Samsung Electronics Co Ltd
US10395231B2,Altria Client Services Llc
EP1726669B1,Thyssenkrupp Titanium Gmbh
EP1726669B1,Volkswagen Ag
US10581875B2,Afero Inc
US10110644B2,Qualcomm Inc
EP3292642B1,Isco International Llc
US9749958B1,Intel Corp
US10027415B2,Electronics And Telecommunications Research Institute
US9929100B2,Samsung Electronics Co Ltd
US9992790B2,Qualcomm Inc
US10158029B2,Analog Devices Inc
US10512067B2,Ntt Docomo Inc
US9630614B1,Miq Llc
US9967882B2,Futurewei Technologies Inc
US9698877B2,Intel Corp
US10542460B2,Apple Inc
US10499272B2,Intel Corp
US10412754B2,Intel Corp
US10084635B2,Intel Ip Corp
US10356624B2,Intel Corp
US10356624B2,Intel Ip Corp
US9854450B2,Sybase 365 Llc
US9762943B2,Mk Systems Usa Inc
US10503124B2,Microsoft Technology Licensing Llc
US10033513B2,Huawei Technologies Co Ltd
US9854507B2,Intel Ip Corp
US9830591B2,Bank Of America Corp
US10366357B2,Telsco Industries Inc D/B/A Weathermatic
US10366357B2,Telsco Industries Inc
US10260765B2,Afero Inc
US4908619A,Boeing Co
US9257788B1,Oracle International Corp
US10553318B2,University Of Michigan
US10334427B2,Apple Inc
US10567142B2,Apple Inc
US10425918B2,Beijing Xiaomi Mobile Software Co Ltd
US10429525B2,Shenzhen United Imaging Healthcare Co Ltd
US10461887B2,Huawei Technologies Co Ltd
CA3007559A1,Vanderbilt University
US10462823B2,Sharp Corp
US10026678B1,Samsung Electro Mechanics Co Ltd
US10510093B2,Vungle Inc
US10128798B2,Qualcomm Inc
US10007269B1,Uatc Llc
US10218520B2,Ofinno Llc
US10346345B2,Microsoft Technology Licensing Llc
US10268203B2,Gm Global Technology Operations Llc
US10248129B2,Gm Global Technology Operations Llc
US10025567B2,Microsoft Technology Licensing Llc
US10394239B2,At&T Intellectual Property I Lp
US10109198B2,Gm Global Technology Operations Llc
US10187163B2,Osram Gmbh
US10187163B2,Osram Sylvania Inc
US9824988B1,Samsung Electronics Co Ltd
US10255670B1,Dolly Y Wu Pllc
EP3412042B1,Sony Corp
US10471829B2,Nio Usa Inc
US10074223B2,Nio Usa Inc
US10322717B2,Gm Global Technology Operations Llc
US10362149B2,Intel Corp
US5452855A,Hughes Aircraft Co
US5452855A,Raytheon Co
US10530434B2,Sony Corp
US10581135B2,Columbia University Of New York
US10117249B2,Hughes Network Systems Llc
US10524119B2,Afero Inc
US10210753B2,Eberle Design Inc
US10178579B2,Afero Inc
US10166875B2,Nio Usa Inc
US10230504B2,Intel Ip Corp
US10080318B2,Nio Usa Inc
US10075224B2,Intel Ip Corp
US9872251B2,Intel Ip Corp
US9712355B1,Qualcomm Inc
US9734473B2,Sas Institute Inc
US10374466B2,Lasermotive Inc
US10341073B2,Ntt Docomo Inc
US10091788B2,Qualcomm Inc
US10333581B2,Lg Electronics Inc
US9866291B1,Intel Ip Corp
US9846577B1,Afero Inc
US10462792B2,Apple Inc
US10423971B2,Toyota Motor Corp
US10412685B2,Qualcomm Inc
US10581503B2,Apple Inc
US10332056B2,Futurewei Technologies Inc
US9788351B2,Apple Inc
US10021354B2,Siemens Industry Inc
US9955398B2,Apple Inc
US9907042B2,Intel Ip Corp
US10396864B2,Intel Ip Corp
US10178763B2,Intel Corp
US10542539B2,Apple Inc
US10542539B2,Intel Ip Corp
US10405150B2,Afero Inc
US10154486B2,Intel Corp
US9367810B1,Pagerduty Inc
US9877224B2,Blackberry Ltd
US9820326B2,Qualcomm Inc
US9894165B2,Telefonaktiebolaget Lm Ericsson Ab
US9936530B2,Intel Ip Corp
US9924539B2,Intel Corp
US10548110B2,Nokia Solutions And Networks Oy
US10108557B2,Intel Corp
FR2909213A1,Thales Sa
US9756598B2,Intel Ip Corp
US9477455B2,Ca Inc
US9922114B2,Splunk Inc
US9612680B2,Qualcomm Inc
US9647135B2,Snaptrack Inc
US10055703B2,Accenture Global Services Ltd
US10360214B2,Pure Storage Inc
US10467778B2,Alibaba Group Holding Ltd
US10499386B2,Fg Innovation Co Ltd
US10297553B2,Samsung Electronics Co Ltd
US10410046B2,Alibaba Group Holding Ltd
US10517045B2,Qualcomm Inc
US10225760B1,Pivotal Commware Inc
US10484976B2,Fg Innovation Co Ltd
US10484954B2,Qualcomm Inc
US10482369B2,Trackonomy Systems Inc
US10383067B2,Asustek Computer Inc
US10396928B2,Zte Corp
US10396928B2,Zte Wistron Telecom Ab
US10484517B2,Qualcomm Inc
US10103823B1,Keysight Technologies Inc
DE102007030929B9,"Gmf Umformtechnik Gmbh, De"
DE102007030929B9,Thyssenkrupp Steel Europe Ag
DE102007030929B9,Thyssenkrupp Automotive Systems Gmbh
US10417767B2,Shenzhen United Imaging Healthcare Co Ltd
US10318614B2,Tnq Books And Journals Private Ltd
US10521010B2,Technische Universitaet Dresden
ES2734998T3,Telefonaktiebolaget Lm Ericsson Ab
US10306650B2,Volkswagen Ag
US10257791B2,Institut Mines-Telecom / Telecom Bretagne
US10257791B2,Universite Libanaise
US10257791B2,Universite Saint-Esprit De Kaslik
AU2005100360A4,Brenco Aerospace Pty Ltd
US10142917B2,Apple Inc
CA1341254C,Mycogen Plant Science Inc
US10453056B2,Square Inc
US10234302B2,Nio Usa Inc
US10257645B2,Intel Ip Corp
US10511369B2,Intel Corp
US10244411B2,Spirent Communications Inc
AU2017285700B2,Immersive Robotics Pty Ltd
US10182437B2,Intel Ip Corp
US10574465B2,Apple Inc
US10581607B2,Abb Schweiz Ag
US10534584B2,Sap Se
US10043772B2,Samsung Electronics Co Ltd
US10269192B2,Airbiquity Inc
US10368329B2,Qualcomm Inc
US10026681B2,Samsung Electronics Co Ltd
US10082793B1,Gm Global Technology Operations Llc
US10498657B2,Verizon Patent And Licensing Inc
US10194468B2,Apple Inc
EP2611673B1,Thyssenkrupp Presta Ag
US10425450B2,Ofinno Llc
US10366430B2,Qualcomm Inc
US10264541B2,Qualcomm Inc
US10070393B2,Qnx Software Systems Ltd
US10070393B2,Blackberry Ltd
US10070393B2,2236008 Ontario Inc
US10070393B2,Blackberry Uk Ltd
EP3216412B1,Biosense Webster Israel Ltd
US10225743B2,Intel Corp
US10031521B1,Nio Usa Inc
US10252717B2,Toyota Motor Corp
EP3430743B1,Google Llc
EP3412057B1,Intel Corp
US10284275B2,Intel Ip Corp
US10560233B2,Telefonaktiebolaget Lm Ericsson Ab
US9954504B2,Murata Manufacturing Co Ltd
US9971352B1,Gm Global Technology Operations Llc
US10146224B2,Gm Global Technology Operations Llc
US10536211B2,Huawei Technologies Co Ltd
EP1925040A2,American Superconductor Corp
US10277587B2,Apple Inc
CA2046947C,Ei Du Pont De Nemours And Co
US10437985B2,Intel Corp
US10554355B2,Apple Inc
US10554355B2,Intel Corp
US10039147B2,Intel Ip Corp
US10212630B2,Intel Ip Corp
US10182403B2,Skyworks Solutions Inc
US10454548B2,Intel Corp
US10116427B2,Intel Corp
CA2957057A1,Avery Dennison Corp
US9967122B2,Qualcomm Inc
US10068824B2,Samsung Electro Mechanics Co Ltd
US9805324B2,Sas Institute Inc
US10157323B2,Qualcomm Inc
EP3338058B1,Nokia Technologies Oy
US10198582B2,Ior Analytics Llc
US10044444B2,Zte Corp
US10460255B2,Splunk Inc
US9831903B1,Apple Inc
US10182770B2,Eins Technology Pte Ltd
US10032697B2,Samsung Electronics Co Ltd
US9741630B2,Samsung Electronics Co Ltd
US10123375B2,Intel Ip Corp
US10299302B2,Intel Ip Corp
US10482662B2,Intel Corp
US10117181B2,Intel Ip Corp
US10251072B2,Intel Ip Corp
US9905526B2,Samsung Electronics Co Ltd
US10085248B2,Telefonaktiebolaget Lm Ericsson Ab
US10377042B2,Intel Corp
US10419172B2,Lg Electronics Inc
US10412707B2,Telefonaktiebolaget Lm Ericsson Ab
US9900765B2,Apple Inc
US9942328B2,Afero Inc
US9958283B2,Here Global Bv
US10045130B2,Smartear Inc
US10225380B2,Futurewei Technologies Inc
US10333656B2,Cable Television Laboratories Inc
EP3091790B1,Htc Corp
US9851938B2,Analog Devices Inc
EP1918405B1,Thyssenkrupp Steel Europe Ag
US10536210B2,Sony Corp
US10084776B2,Daon Holdings Ltd
US10225828B2,Intel Ip Corp
US10103792B2,Intel Corp
EP3274035B1,Koninklijke Philips Nv
US10206219B2,Kt Corp
US10425118B2,Apple Inc
US10492225B2,Intel Ip Corp
FR2900385A1,Airbus Helicopters Sas
AU1850599A,Institute Of Child Health
AU1850599A,General Hospital Corp
AU1850599A,Biotransplant Inc
US10045353B2,Hisense International Co Ltd
US10045353B2,Hisense Usa Corp
US10032353B2,Cedar Lane Technologies Inc
US10057019B2,Qualcomm Inc
US9998182B2,Futurewei Technologies Inc
US10320547B2,Ntt Docomo Inc
EP3051845B1,Blackberry Ltd
US10187913B2,Vodafone Ip Licensing Ltd
US10154233B2,Intel Corp
US10581549B2,Apple Inc
US10581549B2,Intel Corp
US10455505B2,Intel Ip Corp
US10382111B2,Intel Ip Corp
US9674672B1,Indooratlas Oy
US10499236B2,Intel Ip Corp
US9626543B1,Afero Inc
US10547415B2,Qualcomm Inc
US9577684B1,Intel Ip Corp
US10477596B2,Intel Corp
EP1260647A1,Thyssenkrupp Steel Europe Ag
US10165511B2,Telefonaktiebolaget Lm Ericsson Ab
US9742608B2,Huawei Technologies Co Ltd
US10249202B1,Securus Technologies Inc
CA2870718C,Boeing Co
US10509919B1,Alibaba Group Holding Ltd
US10573053B2,Alibaba Group Holding Ltd
US9489919B2,Snaptrack Inc
US10463787B2,Neuroderm Ltd
US9898974B2,Snaptrack Inc
US9684986B1,Amazon Technologies Inc
US10547981B2,Alibaba Group Holding Ltd
US9715156B2,Qualcomm Inc
US9715156B2,Snaptrack Inc
US10498403B2,Uatc Llc
US10565622B1,Amazon Technologies Inc
US5377205A,Yakisami Capital Co Llc
US10535161B2,Samsung Electronics Co Ltd
US10069738B2,At&T Intellectual Property I Lp
US10069738B2,At&T Mobility Ii Llc
US6219361B1,Northrop Grumman Guidance And Electronics Co Inc
US6219361B1,Northrop Grumman Systems Corp
US9960897B2,Telefonaktiebolaget Lm Ericsson Ab
US10251088B2,At&T Intellectual Property I Lp
US10251088B2,At&T Mobility Ii Llc
EP3281082B1,Telefonaktiebolaget Lm Ericsson Ab
US10439853B2,Telefonaktiebolaget Lm Ericsson Ab
US9654846B2,Intel Corp
EP2247490B1,Thyssenkrupp Presta Ag
US9715102B2,Snaptrack Inc
US10395522B2,Cubic Corp
EP3114005B1,Thyssenkrupp Ag
EP3114005B1,Thyssenkrupp Presta Ag
US10456600B2,Reflexion Medical Inc
US10530440B2,Commscope Technologies Llc
US10387809B2,Flexera Software Llc
US9958700B2,Eastman Kodak Co
US10373489B2,Cubic Corp
US4906087A,Goodrich Corp
US10254420B2,Shanghai United Imaging Healthcare Co Ltd
US10254420B2,Shenzhen United Imaging Healthcare Co Ltd
GB2487276A,Avx Corp
CA2188402C,Emerald Enterprises Pty Ltd
US10397886B2,Qualcomm Inc
EP2988874B1,Thyssenkrupp Industrial Solutions Ag
US10467228B2,Sybase Inc
US10121119B2,Indooratlas Oy
US9401727B1,Telefonaktiebolaget Lm Ericsson Ab
US10121726B2,Intel Ip Corp
US4143972A,Boeing Construction Equipment Co
US5099486A,Osi Defense Systems Llc
US5099486A,Northrop Grumman Guidance And Electronics Co Inc
US5099486A,Northrop Grumman Systems Corp
US5513214A,Lockheed Martin Corp
US5513214A,Lockheed Martin Federal Systems Inc
US10559033B2,Bank Of America Corp
US2591350A,Raytheon Manufacturing Co
US10445830B2,Bank Of America Corp
US2595748A,Raytheon Manufacturing Co
US10489858B2,Bank Of America Corp
CA2675032A1,Cleveland Biolabs Inc
US10478727B2,Angler Labs Inc
CA2188934A1,Kol Ohr Corp
US10417816B2,Nauto Inc
US10397980B2,Telefonaktiebolaget Lm Ericsson Ab
US10326067B2,Applied Materials Inc
US10285168B2,Intel Corp
EP3322632B1,Thyssenkrupp Ag
EP3322632B1,Thyssenkrupp Presta Ag
US10263707B2,Intel Corp
US9811923B2,Snaptrack Inc
US10440046B2,Intel Corp
US10212732B2,Lg Electronics Inc
US10476545B2,Intel Corp
US10339411B1,Amazon Technologies Inc
CA2419121A1,Lux Operating Lp
US10153861B2,Infinera Corp
US10116976B2,At&T Intellectual Property I Lp
EP3160192B1,Alcatel Lucent Sas
US10473921B2,Samsung Electronics Co Ltd
US10510098B2,Verizon Patent And Licensing Inc
US9797116B2,Caterpillar Inc
US10341204B2,Under Armour Inc
EP3248099B1,Nec Corp
US10555343B2,Sony Corp
US10436825B2,Panoramic Power Ltd
US10075217B1,Sprint Spectrum Lp
US9991223B2,Intel Corp
US10148010B2,Intel Corp
US10270827B2,Intel Corp
GB2341238A,Cairns And Brother Inc
US10193703B2,Intel Ip Corp
AU2015275327B2,Novopak Pty Ltd
US9698108B1,Intel Corp
US9715066B2,Intel Corp
US10403733B2,Intel Corp
US10437731B2,Intel Corp
US10312986B2,Intel Corp
EP1396550A1,Thyssenkrupp Steel Europe Ag
US10469570B2,Intel Corp
US10075323B2,Intel Ip Corp
US10061424B2,Intel Corp
US10149313B2,Intel Ip Corp
US10396036B2,Intel Corp
US10244363B1,Amazon Technologies Inc
US9880392B2,Industrial Technology Research Institute
US10432678B2,Cisco Technology Inc
US10362179B2,Tracfone Wireless Inc
US9965538B2,Microsoft Technology Licensing Llc
US9967825B2,Marvell International Ltd
US10439776B2,Lg Electronics Inc
US10432324B2,Lg Electronics Inc
US10153924B2,Lg Electronics Inc
DE102016201162B4,Bayerische Motoren Werke Ag
EP3409052B1,Telefonaktiebolaget Lm Ericsson Ab
US6345786B1,Boeing Co
DE112016006138B4,Mitsubishi Electric Corp
FR3047816B1,Evalandgo
CA2350815C,Medimmune Llc
CA2101192A1,3M Co
US10135500B2,Telefonaktiebolaget Lm Ericsson Ab
EP2245436B1,Thyssenkrupp Presta Ag
US10356237B2,Huawei Technologies Co Ltd
EP3413685B1,Huawei Technologies Co Ltd
EP2462057B1,Thyssenkrupp Industrial Solutions Ag
US10496719B2,Acto Technologies Inc
US10149332B2,Telefonaktiebolaget Lm Ericsson Ab
EP3430850B1,Telefonaktiebolaget Lm Ericsson Ab
EP2303449B1,Thyssenkrupp Industrial Solutions Ag
US10466515B2,Intel Corp
US10433356B2,Guangdong Oppo Mobile Telecommunications Corp Ltd
CA2203504A1,Ophidian Pharmaceuticals Inc
US10320493B2,Lg Electronics Inc
US10403140B2,Ford Global Technologies Llc
EP3223572B1,Alcatel Lucent Sas
US10048498B2,Microsoft Technology Licensing Llc
DE102010027771B4,Airbus Operations Gmbh
US10404676B2,Intel Corp
US9826461B2,Apple Inc
US9955605B2,Intel Corp
US10425925B2,Ntt Docomo Inc
US10516468B2,Intel Ip Corp
EP0168849B1,Koninklijke Philips Nv
US10104589B2,Apple Inc
CA2410089A1,Esecure Biz Inc
EP3079093B1,Samsung Electronics Co Ltd
US10211904B2,Telefonaktiebolaget Lm Ericsson Ab
EP3288996B1,Huntsman International Llc
US10510026B1,Teem Technologies Llc
EP2885381B1,Thyssenkrupp Industrial Solutions Ag
EP3445100B1,Huawei Technologies Co Ltd
US10182449B2,Telefonaktiebolaget Lm Ericsson Ab
US10439617B2,Intel Corp
US10363646B2,Caterpillar Inc
CA2164443C,Audio Visual Imagineering Inc
EP3445109B1,Huawei Technologies Co Ltd
EP3087003B1,St Engineering Aerospace Ltd
US10356142B1,Amazon Technologies Inc
AU2016100651A4,Apple Inc
EP3311526B1,Apple Inc
US10494602B1,Leland Stanford Junior University
US10223381B2,Samsung Electronics Co Ltd
EP0763297A1,Northrop Grumman Guidance And Electronics Co Inc
US10447505B2,Lg Electronics Inc
US9972314B2,Microsoft Technology Licensing Llc
EP2639476B1,Thyssenkrupp Marine Systems Gmbh
US10523507B2,Nirmata Inc
US10455410B2,At&T Mobility Ii Llc
US10302469B2,Under Armour Inc
EP3398366B1,Huawei Technologies Co Ltd
US10262034B2,International Business Machines Corp
US10413779B2,Welltok Inc
US9849363B1,Intel Corp
AU2002243783B2,Health Discovery Corp
US10506518B2,Ingenico Group Sa
ES2648255B1,Banco Santander Sa
GB2551755B,Versarien Plc
EP3264710B1,Alcatel Lucent Sas
AU2016411926B2,Wuhan Easy-Sight Technology Co Ltd
CA2362474A1,Dow Global Technologies Llc
DE102016211751B4,Volkswagen Ag
US10368298B2,Intel Ip Corp
US10305805B2,Intel Corp
EP3264809B1,Intel Ip Corp
US10074072B2,Intel Corp
US10269716B2,Intel Corp
US9774363B1,Intel Corp
US9774363B1,Intel Ip Corp
US10374837B2,Lg Electronics Inc
US9947619B2,Intel Corp
US10142100B2,Sap Se
US10317535B2,Samsung Electronics Co Ltd
US10172570B2,Under Armour Inc
US10271270B2,Global Business Software Development Technologies Inc
US9986275B2,Cox Media Group Llc
US9942767B2,Global Business Software Development Technologies Inc
US10164912B2,Intel Corp
US10445971B2,Wayne Fueling Systems Llc
EP2790999B1,Fincantieri Spa
US10278145B2,Qualcomm Inc
US10459939B1,Splunk Inc
EP3138651B1,Illinois Tool Works Inc
EP3163816B1,Nokia Solutions And Networks Oy
US9852760B2,Canon Inc
US10498427B2,Intel Ip Corp
US10117153B2,Canon Inc
US10424197B2,Futurewei Technologies Inc
US10298187B2,Qualcomm Inc
EP3145268B1,Sony Corp
CA2831394A1,University Of California
EP3240642B1,Ariel University Research And Development Co Ltd
US10015067B2,Verizon Patent And Licensing Inc
US10116041B2,Vodafone Gmbh
US10491247B2,Intel Ip Corp
US10221415B2,West Virginia University
US10252727B1,United Services Automobile Association (Usaa)
CA2352759A1,Aventis Pasteur Ltd
US10120018B2,Intel Corp
US10084724B2,Intel Corp
EP3350058B1,Thyssenkrupp Ag
EP3350058B1,Thyssenkrupp Presta Ag
US10297563B2,Intel Corp
AU2016101667B4,Apple Inc
US10433277B2,Qualcomm Inc
US10095406B2,Qualcomm Inc
US10210135B2,Cavium International
US10334518B2,Qualcomm Inc
US9934422B1,Mailing Services Of Pittsburgh Inc
US10123221B2,Intel Ip Corp
US10049650B2,Intel Corp
EP3300410B1,Alcatel Lucent Sas
US10216862B1,Splunk Inc
US5096880A,Retro Reflective Optics
US4902125A,Raytheon Co
US10303820B2,Google Llc
US10026199B2,Gm Global Technology Operations Llc
US10582377B2,Ntt Docomo Inc
US10408930B2,Intel Corp
EP3301975B1,Intel Ip Corp
EP3301819B1,Intel Ip Corp
US10477476B2,Intel Ip Corp
US10339656B1,Amazon Technologies Inc
US10129876B2,Intel Ip Corp
US10165619B2,Intel Corp
US7533849B2,Bae Systems Information And Electronic Systems Integration Inc
US10299290B2,Intel Ip Corp
US10448237B2,Intel Ip Corp
EP2312271B1,Thyssenkrupp Marine Systems Gmbh
AU2016370177B2,Dexcom Inc
CA2400380A1,Photon X Inc
US10540642B2,Toronto-Dominion Bank
EP3306394B1,Max-Planck-Gesellschaft Zur Forderung Der Wissenschaften
US10438494B1,Amazon Technologies Inc
EP3363268B1,Signify Holding Bv
CA1275836C,Ezekiel Jacob J
US10311018B2,Cavium International
EP1512618B1,Thyssenkrupp Marine Systems Gmbh
US10540262B2,Microsoft Technology Licensing Llc
US10224997B2,Telefonaktiebolaget Lm Ericsson Ab
EP3163785B1,Samsung Electronics Co Ltd
US9955240B1,General Motors Llc
US10397819B2,Nokia Of America Corp
AU2016351308B2,University Health Network
EP3318988B1,Ordnance Survey Ltd
US10311687B2,Polar Electro Oy
US10349251B2,Cavium International
US9760933B1,International Business Machines Corp
US10440638B2,Beijing Xiaomi Mobile Software Co Ltd
FR3058863B1,Airbus Defence And Space Sas
US10380139B2,Spirent Communications Inc
US10193712B2,Intel Ip Corp
US10557917B2,Saverone 2014 Ltd
US10551243B2,Acoem France
US9990281B1,Sap Se
US10241821B2,Intel Corp
US10511183B2,Shenzhen Yichong Wireless Power Technology Co Ltd
US10547348B2,At&T Intellectual Property I Lp
US10264057B2,Sap Se
US10537256B2,Nokia Technologies Oy
US10524306B2,Sony Corp
GB2366027A,Bell And Howell Postal Systems Inc
CA2568569A1,Koninklijke Philips Nv
US10163347B2,Arm Ltd
US10163347B2,Arm Ip Ltd
US9900976B1,Intel Corp
US10140250B2,Cavium International
US10555183B2,Beijing Zhigu Ruituo Technology Services Co Ltd
US10171953B2,At&T Mobility Ii Llc
US10171953B2,At&T Intellectual Property Ii Lp
US10436748B2,Pocket Laboratories Llc
US10397944B2,Qualcomm Inc
US10288797B1,Amazon Technologies Inc
EP3337268B1,Institut Mines Telecom / Telecom Bretagne
EP3337268B1,Universite Libanaise
EP3337268B1,Universite Saint-Esprit De Kaslik
US10460396B2,Sap Se
US10129189B2,Taap Development Inc
US10467247B2,Sap Se
US10142237B2,Intel Ip Corp
US10552207B2,Intel Corp
US10485472B2,Samsung Electronics Co Ltd
US10404499B2,Intel Corp
US10021586B1,Intel Ip Corp
US10104563B2,Industrial Technology Research Institute
US10212623B2,Intel Ip Corp
EP3343382B1,Intel Ip Corp
US10367761B2,Intel Ip Corp
US10342046B2,Intel Corp
US10148558B2,Intel Ip Corp
US10339026B2,Intel Corp
US10014960B1,Intel Corp
US10448024B2,Qualcomm Inc
US10345119B2,Gm Global Technology Operations Llc
US10110332B2,Toyota Motor Engineering And Manufacturing North America Inc
EP3346384B1,Abb Schweiz Ag
US10298418B2,Princeton University
US10073463B2,Nio Usa Inc
GB2389827A,Magnetic Systems Tech Ltd
GB2389827A,Magnetic Systems Technology Lt
US9996324B1,International Business Machines Corp
US10484868B2,International Business Machines Corp
US10117242B2,Lg Electronics Inc
US10261933B2,Wyse Technology Llc
US10484158B2,Hong Kong Applied Science And Technology Research Institute Co Ltd
EP3448869A1,Research Foundation Of State University Of New York
EP1030735A1,Ut-Battelle Llc
US10432892B1,United Services Automobile Association (Usaa)
US10516199B2,North Inc
CA2620181A1,General Electric Co
EP3257188B1,Ofinno Technologies Llc
US10496841B2,Intel Corp
AU2017200632B2,Apple Inc
US10209360B2,Microsoft Technology Licensing Llc
US10296907B1,United Services Automobile Association (Usaa)
US9960866B1,Samsung Electronics Co Ltd
US10530473B2,Commscope Connectivity Belgium Bvba
US10523948B2,Tencent America Llc
EP3358778B1,Intel Ip Corp
CA2454743A1,Ohio State University
US10559541B2,Samsung Electronics Co Ltd
US10505631B1,Wipro Ltd
US10531464B2,Verizon Patent And Licensing Inc
US10310760B1,Pure Storage Inc
US10347132B1,Gm Global Technology Operations Llc
CA2700001A1,Harris Corp
CA1197448A,Goodyear Aerospace Corp
US10504855B2,Samsung Electronics Co Ltd
EP2029970B1,Raytheon Co
US10237702B2,Volkswagen Ag
AU2018101644A4,Raven Iot Pty Ltd
US10306740B1,Bitsysoft Technology Inc
US10584580B2,Sharpkeen Enterprises Inc
US10499525B1,Servercube Inc
US10499525B1,Severcube Inc
CA2811295A1,Scripps Research Institute
US10439821B2,Legitipix Llc
US10304207B2,Samsung Electronics Co Ltd
CA2903427A1,Microsoft Technology Licensing Llc
EP2026158B1,Boeing Co
EP3244642B1,Harris Corp
US10320795B2,Microsoft Technology Licensing Llc
EP1492394A2,University Of Central Florida Research Foundation Inc (Ucfrf)
US10555119B2,Apple Inc
US10352759B1,Obe Inc
US10395502B2,At&T Intellectual Property I Lp
US10561040B1,Hewlett Packard Enterprise Development Lp
EP0874248A2,Lockheed Corp
EP0874248A2,Lockheed Martin Corp
AU2018250421B2,Hee Solar Llc
EP1768542A2,Novare Surgical Systems Inc
US10361473B2,Murata Manufacturing Co Ltd
US10383153B2,Ntt Docomo Inc
US10458783B2,Faro Technologies Inc
US10543809B1,Dish Network Llc
US10580759B2,Samsung Electronics Co Ltd
EP2216230A1,Thales Management And Services Deutschland Gmbh
EP1945722A2,Saint-Gobain Ceramics And Plastics Inc
US10257090B2,Futurewei Technologies Inc
US10464670B2,Gopro Inc
US10360486B2,At&T Intellectual Property I Lp
US10360486B2,At&T Mobility Ii Llc
US10200921B2,Telefonaktiebolaget Lm Ericsson Ab
US10523447B2,Apple Inc
US10106168B2,Gm Global Technology Operations Llc
US10440416B1,Ericsson Media Solutions Ltd
US10440416B1,Telefonaktiebolaget Lm Ericsson Ab
US9959746B1,Qualcomm Inc
US10166985B2,Gm Global Technology Operations Llc
US10355887B2,Cohere Technologies Inc
US10374651B1,Qualcomm Inc
US10541716B1,Apple Inc
US10567752B2,Tencent America Llc
US10565138B2,Intel Corp
US10389505B2,Lg Electronics Inc
EP0877915B1,Thales Avionics Sas
US10582137B1,Zoox Inc
US10321548B1,Joule Iq Inc
US10469126B1,Huawei Technologies Co Ltd
US10536239B2,Samsung Electronics Co Ltd
US10146225B2,Gm Global Technology Operations Llc
EP2093589B1,Thales Nederlands Bv
EP0916965B1,Thales Sa
US10326203B1,Pivotal Commware Inc
US10540493B1,Knowbe4 Inc
US10505339B1,Adtran Inc
US10356458B2,Directv Group Inc
US10517050B2,Qualcomm Inc
US10447786B1,Afero Inc
US10542399B2,Lg Electronics Inc
US10530503B2,Apple Inc
US10530503B2,Intel Ip Corp
US10461763B2,Huawei Technologies Co Ltd
CA2950740A1,Commonwealth Scientific And Industrial Research Organization (Csiro)
CA2950740A1,Boeing Co
US10516777B1,Qualcomm Inc
US10516703B2,Precision Biometrics Inc
US10421111B2,Ball Corp
US10484811B1,Verizon Patent And Licensing Inc
US10554843B2,Seiko Epson Corp
US10368150B1,Fujitsu Ltd
US10313058B2,Intel Ip Corp
US10256929B2,Samsung Electronics Co Ltd
EP3220426B1,Pi Lighting
US10419193B2,Apple Inc
US10469589B2,Ford Global Technologies Llc
US10475751B2,Samsung Electro Mechanics Co Ltd
US10291378B1,Qualcomm Inc
US10425770B2,Alibaba Group Holding Ltd
US10558944B1,Invia Robotics Inc
US10432801B2,Ricoh Co Ltd
US10217114B1,Ennoventure Inc
EP0902897B1,Thales Avionics Sas
US10481922B2,Facebook Inc
EP0775953B1,Thales Avionics Sas
US10552983B1,Qualcomm Inc
US10554332B2,Abb Schweiz Ag
US4456029A,Boeing Co
US10476967B2,Ford Global Technologies Llc
CA2797110A1,Micell Technologies Inc
US10573589B2,Samsung Electronics Co Ltd
US10445956B2,Openpath Security Inc
EP2193701B1,Thales Nederlands Bv
US10446119B1,Qualcomm Inc
US5013507A,Euroflex G Rau Gmbh
US10547413B2,Lg Electronics Inc
US10523255B1,Motorola Mobility Llc
US10360668B1,Truepic Inc
US10423741B1,Cadence Design Systems Inc
US10298432B2,Research Cooperation Foundation Of Yeungnam University
US10395437B2,Blackberry Ltd
US10554448B2,Qualcomm Inc
US10559198B1,Cubic Corp
US10580728B2,Samsung Electronics Co Ltd
US6487134B2,Electronic Systems Integration Inc
US6487134B2,Bae Systems Information And Electronic Systems Integration Inc
US5405106A,Boeing Co
US10417666B2,Toyota Motor Corp
US10417666B2,Toyota Connected Corp
CA2387092A1,Emory University
US10237558B2,Panasonic Intellectual Property Corp
US10504836B2,Samsung Electronics Co Ltd
US10291269B2,Murata Manufacturing Co Ltd
EP2315098A2,Blackberry Ltd
