patentid,issuing_country
US8456475B2,United States of America
US5808690A,United States of America
US10244504B2,United States of America
US9019503B2,United States of America
US3166069A,United States of America
US10315756B2,United States of America
US10299149B2,United States of America
EP2819921B1,European Patent Office (EPO)
EP0861978A1,European Patent Office (EPO)
US10019962B2,United States of America
WO2004053074A2,World Intellectual Property Organization
EP0777045B1,European Patent Office (EPO)
US6884961B1,United States of America
DE69328331D1,Germany
CN1349670A,China
EP1818613B1,European Patent Office (EPO)
US10367721B2,United States of America
US8285563B2,United States of America
US9927807B1,United States of America
US7353148B1,United States of America
US10078724B2,United States of America
US6104842A,United States of America
US10364129B2,United States of America
US2453690A,United States of America
US7152660B2,United States of America
US3593703A,United States of America
US8110050B2,United States of America
US9467828B2,United States of America
US1222400A,United States of America
US2286764A,United States of America
US9964755B2,United States of America
US10338193B2,United States of America
US10462686B2,United States of America
US5742340A,United States of America
US2404127A,United States of America
US3364476A,United States of America
DE3688141T2,Germany
US3455159A,United States of America
US2867268A,United States of America
US9234148B2,United States of America
US3420177A,United States of America
US3396267A,United States of America
US8969825B2,United States of America
EP0976883A1,European Patent Office (EPO)
AU724455B2,Australia
EP2376989B1,European Patent Office (EPO)
US9158841B2,United States of America
US626402A,United States of America
US9207171B2,United States of America
US5764797A,United States of America
US2417691A,United States of America
US9723386B1,United States of America
US7983490B1,United States of America
US9232546B2,United States of America
US7425193B2,United States of America
US10320693B2,United States of America
US9835761B2,United States of America
US7552438B1,United States of America
US6611575B1,United States of America
US2686284A,United States of America
US8527444B2,United States of America
EP1516690B1,European Patent Office (EPO)
US6757654B1,United States of America
US8340588B2,United States of America
US8169612B2,United States of America
US3858085A,United States of America
US9986742B2,United States of America
US9892364B2,United States of America
CA2589366C,Canada
US3724376A,United States of America
US3621009A,United States of America
DE10207360B4,Germany
FR2909233B1,France
SE501308C2,Sweden
US9622025B2,United States of America
US6757718B1,United States of America
US6742021B1,United States of America
US9727367B2,United States of America
US7853805B1,United States of America
US3040629A,United States of America
US7231086B2,United States of America
EP2741890B1,European Patent Office (EPO)
US3577135A,United States of America
US6229332B1,United States of America
US8634853B2,United States of America
US10412603B2,United States of America
US6523061B1,United States of America
US9031782B1,United States of America
US10510252B2,United States of America
US2892626A,United States of America
US9248501B1,United States of America
US5686178A,United States of America
EP2763893B1,European Patent Office (EPO)
US3697831A,United States of America
US2987614A,United States of America
US1853125A,United States of America
US7529547B2,United States of America
US4228395A,United States of America
US9049814B2,United States of America
US3626852A,United States of America
CN102257675B,China
FI61239B,Finland
US9712668B2,United States of America
WO2009140052A2,World Intellectual Property Organization
EP0875674A1,European Patent Office (EPO)
EP3022037B1,European Patent Office (EPO)
US10173136B1,United States of America
US10445127B2,United States of America
US2413685A,United States of America
US2499597A,United States of America
US5410575A,United States of America
US3421151A,United States of America
US10304343B2,United States of America
US7280607B2,United States of America
US8762109B2,United States of America
US10117116B1,United States of America
US9283991B2,United States of America
US3184688A,United States of America
US5365239A,United States of America
US5142488A,United States of America
US7073779B1,United States of America
US10108600B2,United States of America
US3721764A,United States of America
US9413775B2,United States of America
US8758913B2,United States of America
US3456512A,United States of America
US3436546A,United States of America
US9648468B2,United States of America
CA2337145C,Canada
FI58967B,Finland
US10340996B1,United States of America
FR2823259B1,France
US10324164B1,United States of America
US7627540B2,United States of America
US5958299A,United States of America
US8658326B2,United States of America
US7475556B2,United States of America
US9438454B1,United States of America
US10342067B2,United States of America
US10403022B1,United States of America
US3604946A,United States of America
US2832503A,United States of America
US2421012A,United States of America
US2616854A,United States of America
US3800440A,United States of America
US1295708A,United States of America
US2396158A,United States of America
US7669271B2,United States of America
US3272274A,United States of America
US3892053A,United States of America
US10019520B1,United States of America
US10480009B2,United States of America
US3413457A,United States of America
US3404290A,United States of America
US8726379B1,United States of America
US3369486A,United States of America
US9225338B2,United States of America
US3877069A,United States of America
US2671775A,United States of America
US6868107B2,United States of America
US5551793A,United States of America
US6054907A,United States of America
US3247111A,United States of America
US6901073B2,United States of America
USH1357H,United States of America
EP2676176B1,European Patent Office (EPO)
US2414924A,United States of America
US10418721B2,United States of America
EP0947688A1,European Patent Office (EPO)
FR2823258B1,France
US5903386A,United States of America
US3821735A,United States of America
US10268766B2,United States of America
US3607321A,United States of America
US2528347A,United States of America
US8717551B2,United States of America
US10037592B2,United States of America
US3416139A,United States of America
US2681986A,United States of America
US6475933B1,United States of America
EP3189211B1,European Patent Office (EPO)
US7800753B1,United States of America
US3374486A,United States of America
US10274329B2,United States of America
US7113848B2,United States of America
US2037647A,United States of America
US3095917A,United States of America
US9224088B2,United States of America
US5739071A,United States of America
US5417072A,United States of America
US3676521A,United States of America
US1017234A,United States of America
US5535128A,United States of America
US5886595A,United States of America
US8350804B1,United States of America
US6029175A,United States of America
US9197805B2,United States of America
US3440426A,United States of America
US10008102B1,United States of America
US3789410A,United States of America
US2480121A,United States of America
US3416320A,United States of America
US10158345B2,United States of America
US8445941B2,United States of America
US10291460B2,United States of America
US3601789A,United States of America
US1989567A,United States of America
US10502188B2,United States of America
GB1299890A,United Kingdom
US10440553B2,United States of America
US10223636B2,United States of America
US8615980B2,United States of America
US2987270A,United States of America
US721487A,United States of America
US3010104A,United States of America
US6429446B1,United States of America
US5144825A,United States of America
US7319945B1,United States of America
US10469376B2,United States of America
US8126739B2,United States of America
US3579238A,United States of America
US3566154A,United States of America
US2393618A,United States of America
US3725689A,United States of America
US10305748B2,United States of America
US2833878A,United States of America
US2945313A,United States of America
US7255955B2,United States of America
US10048221B1,United States of America
EP2396525B1,European Patent Office (EPO)
US10505870B2,United States of America
US7986060B2,United States of America
US3230504A,United States of America
EP2627982B1,European Patent Office (EPO)
EP3271925B1,European Patent Office (EPO)
US2765710A,United States of America
US1319750A,United States of America
EP0460181B1,European Patent Office (EPO)
US10140822B2,United States of America
US3375442A,United States of America
US10037704B1,United States of America
EP2783112B1,European Patent Office (EPO)
EP2588718B1,European Patent Office (EPO)
US9482644B2,United States of America
US2674371A,United States of America
US2717998A,United States of America
DE69002032D1,Germany
US7249730B1,United States of America
US2425559A,United States of America
US3231865A,United States of America
US5673057A,United States of America
US3183224A,United States of America
US3817781A,United States of America
EP1421351A1,European Patent Office (EPO)
AU724406B2,Australia
EP0884469A1,European Patent Office (EPO)
EP0643647A1,European Patent Office (EPO)
US7155157B2,United States of America
EP0882881A1,European Patent Office (EPO)
EP0983939A1,European Patent Office (EPO)
US2947880A,United States of America
US2591837A,United States of America
US2845676A,United States of America
US2591752A,United States of America
US5190611A,United States of America
US3869693A,United States of America
US6455509B1,United States of America
US1906752A,United States of America
US3697886A,United States of America
US4438944A,United States of America
US8998511B2,United States of America
EP1681647B1,European Patent Office (EPO)
EP1873401B1,European Patent Office (EPO)
EP2564045B1,European Patent Office (EPO)
EP1758754B1,European Patent Office (EPO)
US10437889B2,United States of America
US6906300B2,United States of America
US3521190A,United States of America
US10264566B2,United States of America
US8868471B1,United States of America
US3548776A,United States of America
US10085199B1,United States of America
US5007969A,United States of America
US10499410B2,United States of America
US10404340B2,United States of America
US6854004B2,United States of America
US10212289B2,United States of America
US5716637A,United States of America
US3734767A,United States of America
US1677026A,United States of America
US2733857A,United States of America
US3556662A,United States of America
US3406397A,United States of America
US8073287B1,United States of America
US3801882A,United States of America
US6110343A,United States of America
EP2671028B1,European Patent Office (EPO)
US4535307A,United States of America
US2669437A,United States of America
US2380288A,United States of America
US5018088A,United States of America
EP3046703B1,European Patent Office (EPO)
EP0507887B1,European Patent Office (EPO)
US9584206B2,United States of America
EP0905364A1,European Patent Office (EPO)
US8985119B1,United States of America
EP0718471B1,European Patent Office (EPO)
EP2599039B1,European Patent Office (EPO)
EP2791473B1,European Patent Office (EPO)
EP0882208A1,European Patent Office (EPO)
EP1634021B1,European Patent Office (EPO)
EP2582577B1,European Patent Office (EPO)
EP2448816B1,European Patent Office (EPO)
EP1147938A1,European Patent Office (EPO)
EP0024409A1,European Patent Office (EPO)
EP2061977B1,European Patent Office (EPO)
EP1902953B1,European Patent Office (EPO)
EP2307805B1,European Patent Office (EPO)
EP2445661B1,European Patent Office (EPO)
EP2071241B1,European Patent Office (EPO)
EP2478198B1,European Patent Office (EPO)
EP0965744A1,European Patent Office (EPO)
CA2550524C,Canada
EP2304211B1,European Patent Office (EPO)
EP1903186B1,European Patent Office (EPO)
EP2652269B1,European Patent Office (EPO)
EP0502091B1,European Patent Office (EPO)
EP1953614B1,European Patent Office (EPO)
CN1612766B,China
DE60211783T2,Germany
ZA200504857B,South Africa
EP1637702B1,European Patent Office (EPO)
EP2501996B1,European Patent Office (EPO)
EP2510284B1,European Patent Office (EPO)
US5520747A,United States of America
EP2512727B1,European Patent Office (EPO)
EP2828486B1,European Patent Office (EPO)
EP0298059B1,European Patent Office (EPO)
EP1881179B1,European Patent Office (EPO)
US10278108B2,United States of America
US7668797B2,United States of America
AU723644B2,Australia
EP0935064A1,European Patent Office (EPO)
EP2561209B1,European Patent Office (EPO)
EP2307587B1,European Patent Office (EPO)
EP3049325B1,European Patent Office (EPO)
EP2986507B1,European Patent Office (EPO)
EP2640636B1,European Patent Office (EPO)
EP2576991B1,European Patent Office (EPO)
US3360778A,United States of America
US6675164B2,United States of America
EP1961924B1,European Patent Office (EPO)
EP2925605B1,European Patent Office (EPO)
EP2930162B1,European Patent Office (EPO)
US6347112B1,United States of America
EP2681345B1,European Patent Office (EPO)
EP1544481B1,European Patent Office (EPO)
US8589230B1,United States of America
IL233539A,Israel
US3252215A,United States of America
EP2705223B1,European Patent Office (EPO)
EP2846949B1,European Patent Office (EPO)
EP0579627B1,European Patent Office (EPO)
EP2387496B1,European Patent Office (EPO)
EP2893169B1,European Patent Office (EPO)
US7456712B1,United States of America
US2751359A,United States of America
US8755787B2,United States of America
EP2012062B1,European Patent Office (EPO)
US1306860A,United States of America
EP2499455B1,European Patent Office (EPO)
US3714651A,United States of America
US9183493B2,United States of America
US2943823A,United States of America
US6265704B1,United States of America
EP1612105B1,European Patent Office (EPO)
US3158063A,United States of America
US10264428B2,United States of America
US3394322A,United States of America
US1344295A,United States of America
US10334446B2,United States of America
US10112606B2,United States of America
US6233044B1,United States of America
US10135858B1,United States of America
US3204342A,United States of America
US10405196B1,United States of America
EP2917537B1,European Patent Office (EPO)
US6376430B1,United States of America
US9076768B2,United States of America
EP2593254B1,European Patent Office (EPO)
EP2012061B1,European Patent Office (EPO)
EP2509773B1,European Patent Office (EPO)
US10257798B1,United States of America
US4743910A,United States of America
US5120133A,United States of America
US640145A,United States of America
US5563899A,United States of America
US6144338A,United States of America
US2689488A,United States of America
US5164731A,United States of America
US5313266A,United States of America
US749214A,United States of America
EP2806989B1,European Patent Office (EPO)
US5056742A,United States of America
EP2058526B1,European Patent Office (EPO)
US7720779B1,United States of America
US3891618A,United States of America
US6509081B1,United States of America
US9828107B1,United States of America
US7088222B1,United States of America
EP2665645B1,European Patent Office (EPO)
DE7626528U1,Germany
US8064920B2,United States of America
US3077575A,United States of America
US2383492A,United States of America
US8006989B2,United States of America
US9815794B2,United States of America
US9915603B1,United States of America
US7927595B1,United States of America
US3549564A,United States of America
US3803602A,United States of America
US2289414A,United States of America
US3704176A,United States of America
US7105328B2,United States of America
US3803604A,United States of America
US9067827B2,United States of America
US6361988B1,United States of America
US6162512A,United States of America
US10334515B2,United States of America
EP2315642B1,European Patent Office (EPO)
US6455593B1,United States of America
US9963405B1,United States of America
WO2008152269A1,World Intellectual Property Organization
EP1092859A1,European Patent Office (EPO)
CA2834973A1,Canada
EP3215714B1,European Patent Office (EPO)
FR95517E,France
US10333953B1,United States of America
US9380245B1,United States of America
US7921323B2,United States of America
US3962685A,United States of America
EP2534359B1,European Patent Office (EPO)
US5687291A,United States of America
US3762972A,United States of America
US10163301B2,United States of America
EP2683509B1,European Patent Office (EPO)
US8355915B2,United States of America
US9147260B2,United States of America
US10216537B2,United States of America
EP2179202B1,European Patent Office (EPO)
US8285657B2,United States of America
EP2501941B1,European Patent Office (EPO)
US3636554A,United States of America
US2207446A,United States of America
EP2478219B1,European Patent Office (EPO)
EP2989005B1,European Patent Office (EPO)
US8395770B1,United States of America
US2648838A,United States of America
US8571862B2,United States of America
US1878243A,United States of America
US5076658A,United States of America
EP1916391B1,European Patent Office (EPO)
EP2533938B1,European Patent Office (EPO)
US2386894A,United States of America
EP0507834B1,European Patent Office (EPO)
US5530247A,United States of America
US8103533B2,United States of America
US2402067A,United States of America
US10419943B1,United States of America
US6048967A,United States of America
US10358636B2,United States of America
US6426231B1,United States of America
US6847587B2,United States of America
US3611379A,United States of America
US6474160B1,United States of America
US7645610B2,United States of America
US2409139A,United States of America
US3311869A,United States of America
US2750553A,United States of America
US10064074B1,United States of America
US5615282A,United States of America
US5706402A,United States of America
US8431561B2,United States of America
US3181146A,United States of America
US3866025A,United States of America
US3309684A,United States of America
US3121228A,United States of America
US3302182A,United States of America
US8064836B1,United States of America
US3780872A,United States of America
EP1583287B1,European Patent Office (EPO)
EP1619377B1,European Patent Office (EPO)
US1892534A,United States of America
EP0886888B1,European Patent Office (EPO)
US8476083B1,United States of America
EP2753466B1,European Patent Office (EPO)
US637110A,United States of America
US7635757B2,United States of America
US2638547A,United States of America
US6287764B1,United States of America
US8571910B2,United States of America
US8564031B2,United States of America
US5436929A,United States of America
US8843762B2,United States of America
US1117316A,United States of America
US350098A,United States of America
US6423575B1,United States of America
US4569015A,United States of America
US7880607B2,United States of America
US3840484A,United States of America
US6232956B1,United States of America
US1189474A,United States of America
US5790791A,United States of America
US2467401A,United States of America
US2895393A,United States of America
US5869950A,United States of America
US8993688B1,United States of America
US2363872A,United States of America
US4276029A,United States of America
US9955795B2,United States of America
US1096673A,United States of America
DE69814022T2,Germany
GB1411208A,United Kingdom
FI61246C,Finland
CA2802818A1,Canada
FR2882097B1,France
US6489922B1,United States of America
US2678927A,United States of America
US8400162B1,United States of America
US2988435A,United States of America
US4481702A,United States of America
US8752969B1,United States of America
US8221324B2,United States of America
EP3042185B1,European Patent Office (EPO)
US3691356A,United States of America
US3211057A,United States of America
US1907163A,United States of America
EP2534047B1,European Patent Office (EPO)
US2469053A,United States of America
US5585479A,United States of America
US8906283B2,United States of America
US10405184B2,United States of America
US7225233B1,United States of America
EP1801949B1,European Patent Office (EPO)
US7286587B2,United States of America
US9878259B2,United States of America
US3015894A,United States of America
US3898579A,United States of America
EP2951397B1,European Patent Office (EPO)
US3584388A,United States of America
US2417980A,United States of America
US4918620A,United States of America
EP2662283B1,European Patent Office (EPO)
US2959125A,United States of America
EP2739841B1,European Patent Office (EPO)
US9786984B2,United States of America
US6934859B2,United States of America
EP2470352B1,European Patent Office (EPO)
US9996079B2,United States of America
EP2243115B9,European Patent Office (EPO)
US6211814B1,United States of America
US6163581A,United States of America
US9738974B2,United States of America
US2612533A,United States of America
US3148351A,United States of America
US1701298A,United States of America
EP3074921B1,European Patent Office (EPO)
EP3204654B1,European Patent Office (EPO)
EP2512782B1,European Patent Office (EPO)
US3345544A,United States of America
US3876956A,United States of America
US6407694B1,United States of America
US3884127A,United States of America
US689821A,United States of America
EP2075721B1,European Patent Office (EPO)
US8417533B2,United States of America
US6256422B1,United States of America
US3654426A,United States of America
US2656977A,United States of America
US6208735B1,United States of America
US3532176A,United States of America
US3096701A,United States of America
EP2739840B1,European Patent Office (EPO)
US3276143A,United States of America
US4521683A,United States of America
EP0103716B1,European Patent Office (EPO)
US5839698A,United States of America
US3749679A,United States of America
US8789550B2,United States of America
US2460924A,United States of America
US3804646A,United States of America
US8897828B2,United States of America
US5068834A,United States of America
US2812124A,United States of America
US834143A,United States of America
US7045932B2,United States of America
EP2665909B1,European Patent Office (EPO)
US10408573B1,United States of America
US6049278A,United States of America
US9203524B2,United States of America
US860180A,United States of America
US10239615B2,United States of America
US7636701B2,United States of America
US2405252A,United States of America
US10292390B2,United States of America
US9672394B2,United States of America
US10079703B1,United States of America
US2818703A,United States of America
US5734345A,United States of America
US5563885A,United States of America
EP2623417B1,European Patent Office (EPO)
DE69727393T2,Germany
GB2152124B,United Kingdom
EP2456003A1,European Patent Office (EPO)
GB2254057B,United Kingdom
US3534265A,United States of America
WO2014021946A1,World Intellectual Property Organization
AT361986B,Austria
IT1088775B,Italy
US3117259A,United States of America
US1346430A,United States of America
US964703A,United States of America
US10476604B2,United States of America
US6323814B1,United States of America
US9722646B1,United States of America
US3582019A,United States of America
US7606528B2,United States of America
EP2582923B1,European Patent Office (EPO)
US2409038A,United States of America
US7904892B2,United States of America
US2475265A,United States of America
EP2449265B1,European Patent Office (EPO)
US6834831B2,United States of America
US911683A,United States of America
US2431825A,United States of America
US2427481A,United States of America
US2887927A,United States of America
US3881946A,United States of America
EP2366061B1,European Patent Office (EPO)
US1558348A,United States of America
US2390233A,United States of America
EP2602184B1,European Patent Office (EPO)
AU2006228511A1,Australia
US8586090B2,United States of America
US2824292A,United States of America
US5331222A,United States of America
US8488578B1,United States of America
US5517580A,United States of America
US3321384A,United States of America
US2740604A,United States of America
US8859284B2,United States of America
EP3103102B1,European Patent Office (EPO)
US5555486A,United States of America
US2672086A,United States of America
US5311603A,United States of America
US5546360A,United States of America
US9057772B1,United States of America
US420456A,United States of America
US8972324B2,United States of America
EP2625940B1,European Patent Office (EPO)
EP3102795B1,European Patent Office (EPO)
US4848159A,United States of America
US4944588A,United States of America
US9327279B2,United States of America
US3870988A,United States of America
US6243219B1,United States of America
US6011780A,United States of America
EP2096011B1,European Patent Office (EPO)
EP2630336B1,European Patent Office (EPO)
US4932094A,United States of America
US2475314A,United States of America
EP2935830B1,European Patent Office (EPO)
US4780043A,United States of America
US5124918A,United States of America
US10408935B1,United States of America
US3415337A,United States of America
US10469599B2,United States of America
US2385572A,United States of America
US5716488A,United States of America
US7841355B2,United States of America
US2674968A,United States of America
EP2632798B1,European Patent Office (EPO)
EP2326856B1,European Patent Office (EPO)
EP2507598B1,European Patent Office (EPO)
US6248184B1,United States of America
EP2577032B1,European Patent Office (EPO)
US6104914A,United States of America
US3736206A,United States of America
US2986637A,United States of America
US10170011B2,United States of America
US10518377B2,United States of America
US8478581B2,United States of America
US2640987A,United States of America
US6590366B1,United States of America
US9185529B2,United States of America
US1386610A,United States of America
US3151312A,United States of America
US3368576A,United States of America
US3405130A,United States of America
US931531A,United States of America
US10243761B1,United States of America
EP2735505B1,European Patent Office (EPO)
US10420088B2,United States of America
US3347893A,United States of America
US7849139B2,United States of America
US2352074A,United States of America
US1427592A,United States of America
US10474640B1,United States of America
US6250928B1,United States of America
US2613318A,United States of America
US2419365A,United States of America
US8604932B2,United States of America
EP0319496B1,European Patent Office (EPO)
US6678423B1,United States of America
US3898932A,United States of America
EP2909450B1,European Patent Office (EPO)
EP2812243B1,European Patent Office (EPO)
US8743854B1,United States of America
US8433925B2,United States of America
US8494974B2,United States of America
US6256057B1,United States of America
US3636337A,United States of America
US5817170A,United States of America
FI863847A,Finland
US7307585B2,United States of America
US2857736A,United States of America
US4620362A,United States of America
EP2498942B1,European Patent Office (EPO)
SE7501748A,Sweden
EP2325608B1,European Patent Office (EPO)
CN1761858A,China
US10351044B2,United States of America
EP3084506B1,European Patent Office (EPO)
US6143569A,United States of America
US7093470B2,United States of America
US6907304B1,United States of America
ZA7500751B,South Africa
SE409226B,Sweden
EP1422503A1,European Patent Office (EPO)
EP1954108A1,European Patent Office (EPO)
EP1205133A1,European Patent Office (EPO)
US5019945A,United States of America
US9482675B1,United States of America
US4995146A,United States of America
US5972847A,United States of America
US5075526A,United States of America
US8759355B2,United States of America
US2300428A,United States of America
US2612329A,United States of America
US10104548B1,United States of America
US2716388A,United States of America
US9015013B2,United States of America
US7277876B2,United States of America
US6236365B1,United States of America
EP2788588B1,European Patent Office (EPO)
EP3218130B1,European Patent Office (EPO)
US5459099A,United States of America
US8937545B2,United States of America
US2682746A,United States of America
EP3030774B1,European Patent Office (EPO)
US6560360B1,United States of America
EP2705256B1,European Patent Office (EPO)
US6094161A,United States of America
US2656102A,United States of America
US2824693A,United States of America
US2246449A,United States of America
US3263017A,United States of America
EP2760737B1,European Patent Office (EPO)
EP2611597B1,European Patent Office (EPO)
EP3212373B1,European Patent Office (EPO)
US9129505B2,United States of America
US954799A,United States of America
US3842289A,United States of America
US2542042A,United States of America
US5730096A,United States of America
US6675185B1,United States of America
US4435626A,United States of America
US9394414B2,United States of America
US6896290B2,United States of America
EP2815183B1,European Patent Office (EPO)
US8276738B2,United States of America
EP2794147B1,European Patent Office (EPO)
EP2715145B1,European Patent Office (EPO)
US7268700B1,United States of America
US800101A,United States of America
US6190931B1,United States of America
US8287183B2,United States of America
US673377A,United States of America
EP2627872B1,European Patent Office (EPO)
US7672921B1,United States of America
US2140513A,United States of America
US6791472B1,United States of America
US4568397A,United States of America
US10503234B2,United States of America
DE10394199B4,Germany
US6819974B1,United States of America
EP1950003B1,European Patent Office (EPO)
EP3114409B1,European Patent Office (EPO)
US7298289B1,United States of America
US9573765B2,United States of America
US9203030B2,United States of America
US8907442B2,United States of America
USRE24830E,United States of America
US2325535A,United States of America
US2995678A,United States of America
US6272479B1,United States of America
EP2534360B1,European Patent Office (EPO)
US1215162A,United States of America
US10107919B1,United States of America
US2375524A,United States of America
US3065403A,United States of America
US474974A,United States of America
US8571762B2,United States of America
US2874269A,United States of America
US3833670A,United States of America
US7028178B2,United States of America
EP3325819B1,European Patent Office (EPO)
EP0562094B1,European Patent Office (EPO)
EP3247632B1,European Patent Office (EPO)
US3591933A,United States of America
US15473A,United States of America
US8597482B2,United States of America
US6263335B1,United States of America
US2670965A,United States of America
EP3100948B1,European Patent Office (EPO)
US3582255A,United States of America
EP0379539B1,European Patent Office (EPO)
US5260177A,United States of America
US7167309B2,United States of America
EP2679489B1,European Patent Office (EPO)
US2369412A,United States of America
US10186127B1,United States of America
US7271737B1,United States of America
US1740820A,United States of America
US5707634A,United States of America
US10315026B2,United States of America
EP2809904B1,European Patent Office (EPO)
US2651993A,United States of America
US8835172B2,United States of America
US7486145B2,United States of America
US3919637A,United States of America
US9336235B2,United States of America
US8744648B2,United States of America
US9118113B2,United States of America
US1460387A,United States of America
US1125068A,United States of America
EP2526301B1,European Patent Office (EPO)
EP3325345B1,European Patent Office (EPO)
EP2524169B1,European Patent Office (EPO)
US7889914B2,United States of America
US2626010A,United States of America
EP2951421B1,European Patent Office (EPO)
US10178531B2,United States of America
US8921614B1,United States of America
US6377872B1,United States of America
US9921290B2,United States of America
US6833815B2,United States of America
US2488556A,United States of America
US7373043B2,United States of America
US3182621A,United States of America
US3482808A,United States of America
US7552812B2,United States of America
US9965458B2,United States of America
US10244399B2,United States of America
US1631009A,United States of America
US5544308A,United States of America
EP2525965B1,European Patent Office (EPO)
EP2961863B1,European Patent Office (EPO)
US414414A,United States of America
US3166978A,United States of America
US5176210A,United States of America
US8266066B1,United States of America
US6567087B1,United States of America
US5694938A,United States of America
US782701A,United States of America
US8917395B2,United States of America
EP2921403B1,European Patent Office (EPO)
EP3055506B1,European Patent Office (EPO)
US8902508B2,United States of America
US6303121B1,United States of America
US2393634A,United States of America
US2825866A,United States of America
US8710429B2,United States of America
US3659456A,United States of America
US6293198B1,United States of America
US6941973B2,United States of America
US2546034A,United States of America
US6574633B1,United States of America
US4431917A,United States of America
US9047749B2,United States of America
EP3155660B1,European Patent Office (EPO)
US9479799B1,United States of America
US2571382A,United States of America
US8882866B2,United States of America
US2664255A,United States of America
US9712233B1,United States of America
CA2491346C,Canada
US3185986A,United States of America
US2273914A,United States of America
US9709331B2,United States of America
US2777768A,United States of America
FR3029829B1,France
EP0886097A1,European Patent Office (EPO)
EP2788143B1,European Patent Office (EPO)
EP3168586B1,European Patent Office (EPO)
US8959004B2,United States of America
EP3074920B1,European Patent Office (EPO)
US7335972B2,United States of America
US2606872A,United States of America
US7825405B2,United States of America
US6354147B1,United States of America
US2737653A,United States of America
EP3004567B1,European Patent Office (EPO)
US6336710B1,United States of America
US9207305B2,United States of America
US1309121A,United States of America
US3289031A,United States of America
US10462066B2,United States of America
US4584364A,United States of America
EP3175090B1,European Patent Office (EPO)
EP2613925B1,European Patent Office (EPO)
EP2691587B1,European Patent Office (EPO)
US8361795B2,United States of America
US5499030A,United States of America
EP3166776B1,European Patent Office (EPO)
US5497253A,United States of America
US2391705A,United States of America
US10142144B2,United States of America
US8515171B2,United States of America
US7840277B2,United States of America
US7983996B2,United States of America
US2791750A,United States of America
EP2681004B1,European Patent Office (EPO)
EP3277937B1,European Patent Office (EPO)
US8228159B1,United States of America
US8471854B2,United States of America
US3046477A,United States of America
US10388127B2,United States of America
US6651012B1,United States of America
US3096031A,United States of America
US5554994A,United States of America
US8951923B2,United States of America
US2912678A,United States of America
US2400040A,United States of America
US8694357B2,United States of America
US2409132A,United States of America
US10523281B2,United States of America
US9126050B2,United States of America
US3535570A,United States of America
US5345519A,United States of America
EP3134322B1,European Patent Office (EPO)
EP3027394B1,European Patent Office (EPO)
US2442032A,United States of America
US5041992A,United States of America
US9584252B1,United States of America
US7925206B2,United States of America
US8700550B1,United States of America
US8398568B2,United States of America
US5591768A,United States of America
US7386554B2,United States of America
US7716797B2,United States of America
US8370951B1,United States of America
US2758806A,United States of America
EP2012138B1,European Patent Office (EPO)
EP3212897B1,European Patent Office (EPO)
EP2795310B1,European Patent Office (EPO)
US5455173A,United States of America
EP2989007B1,European Patent Office (EPO)
US7246315B1,United States of America
EP3180497B1,European Patent Office (EPO)
US10506446B2,United States of America
US2367076A,United States of America
US5015476A,United States of America
US2862879A,United States of America
US6104978A,United States of America
US6563967B2,United States of America
US2381235A,United States of America
US2991445A,United States of America
EP2603670B1,European Patent Office (EPO)
USRE23453E,United States of America
US5915476A,United States of America
US7482621B2,United States of America
EP2734826B1,European Patent Office (EPO)
EP2880367B1,European Patent Office (EPO)
US2661426A,United States of America
EP2898211B1,European Patent Office (EPO)
US5767043A,United States of America
US4574284A,United States of America
EP2614221B1,European Patent Office (EPO)
US7657406B2,United States of America
US1321924A,United States of America
US10249203B2,United States of America
EP2912647B1,European Patent Office (EPO)
US2217645A,United States of America
US8705890B2,United States of America
US10455431B2,United States of America
US2891840A,United States of America
US725897A,United States of America
US6512012B1,United States of America
US10417204B2,United States of America
US2659173A,United States of America
EP2449137B1,European Patent Office (EPO)
EP3068692B1,European Patent Office (EPO)
EP2946122B1,European Patent Office (EPO)
US9791545B2,United States of America
US9398393B2,United States of America
EP3071934B1,European Patent Office (EPO)
EP2855847B1,European Patent Office (EPO)
US7336761B2,United States of America
EP2856036B1,European Patent Office (EPO)
US2395893A,United States of America
US553799A,United States of America
US2415563A,United States of America
US10405198B2,United States of America
US2645896A,United States of America
US6728658B1,United States of America
EP3008531B1,European Patent Office (EPO)
US2457393A,United States of America
US2872401A,United States of America
EP2927119B1,European Patent Office (EPO)
US8473263B2,United States of America
US1538801A,United States of America
EP2686946B1,European Patent Office (EPO)
EP2406462B1,European Patent Office (EPO)
EP3039497B1,European Patent Office (EPO)
EP2983851B1,European Patent Office (EPO)
EP2944521B1,European Patent Office (EPO)
US3613627A,United States of America
EP2178759B1,European Patent Office (EPO)
US7746225B1,United States of America
US3478318A,United States of America
EP3055832B1,European Patent Office (EPO)
EP2820489B1,European Patent Office (EPO)
EP3074611B1,European Patent Office (EPO)
US1137533A,United States of America
US8949027B2,United States of America
US10186123B2,United States of America
US2526693A,United States of America
EP0250537B1,European Patent Office (EPO)
EP2838692B1,European Patent Office (EPO)
US4917333A,United States of America
EP3033495B1,European Patent Office (EPO)
EP2642312B1,European Patent Office (EPO)
US5770576A,United States of America
US8712929B1,United States of America
US2946047A,United States of America
US2981616A,United States of America
US472617A,United States of America
US2496169A,United States of America
US2408814A,United States of America
US10419716B1,United States of America
US7144627B2,United States of America
US9736706B2,United States of America
FR3038351B1,France
US2654354A,United States of America
